position,cutsites
-140,0.060836138754816416
-139,0.05678097699974204
-138,0.05985233567039631
-137,0.0570717022505893
-136,0.06275903584439209
-135,0.06300739044696775
-134,0.06289035843477025
-133,0.06237845391218938
-132,0.05747936116309548
-131,0.064941205606105
-130,0.06650155807487847
-129,0.06552014975853458
-128,0.06659860430859552
-127,0.06672959520897835
-126,0.06950462933609149
-125,0.07249452630056184
-124,0.07092442696693183
-123,0.06892086246157214
-122,0.06815151789928568
-121,0.07070880069658415
-120,0.07382741777171128
-119,0.07294767434541406
-118,0.07349683672588325
-117,0.07715300187284456
-116,0.07933865353487875
-115,0.08161481282707028
-114,0.08372597297082827
-113,0.08137159639454641
-112,0.08530183190912792
-111,0.0865381730889456
-110,0.08582406011743253
-109,0.09050715485174607
-108,0.089774689378247
-107,0.09508354814628757
-106,0.09403399073498092
-105,0.0979619600114554
-104,0.10182508415483042
-103,0.10615743009292343
-102,0.11012431498762323
-101,0.09951554142075966
-100,0.10438664596848105
-99,0.10561343082535522
-98,0.11025320746200802
-97,0.1155190920517793
-96,0.11453823097389838
-95,0.12076866841222458
-94,0.115574995696533
-93,0.13018704103175174
-92,0.1306404122862275
-91,0.12584975247036292
-90,0.14227293548710826
-89,0.1453810296038589
-88,0.1472101967964127
-87,0.14421483343388525
-86,0.1507025693213854
-85,0.15970109836831994
-84,0.1641591763791911
-83,0.16874947508203575
-82,0.17384748918140322
-81,0.17552490754047212
-80,0.183805428556957
-79,0.17668776996259072
-78,0.19283595332925124
-77,0.19362472451429324
-76,0.19392920990857732
-75,0.2039781356366625
-74,0.20509324617803348
-73,0.21196632853842773
-72,0.2093253783792479
-71,0.2265816445224683
-70,0.2268563616765466
-69,0.22530422798053382
-68,0.23823272422340694
-67,0.23816790702188098
-66,0.2420662760279256
-65,0.2457249932884572
-64,0.2522764390949835
-63,0.27274933974478177
-62,0.26365585760446414
-61,0.2866680118966076
-60,0.292809828616374
-59,0.2961982615464939
-58,0.30922593430874123
-57,0.31102087019238167
-56,0.31718425509535114
-55,0.31480794900241504
-54,0.31833637979039153
-53,0.34529806319053075
-52,0.3728631078659557
-51,0.3957373702878284
-50,0.4080372727732672
-49,0.4169944732232788
-48,0.4313050802757823
-47,0.4070252457495749
-46,0.4184544904217437
-45,0.43711830435775173
-44,0.46303104048853155
-43,0.49906774952072924
-42,0.5790098329717746
-41,0.6641347610363211
-40,0.7287496410744402
-39,0.7320769692070141
-38,0.6979050390887843
-37,0.684593252893048
-36,0.6061463155745024
-35,0.6140964491212337
-34,0.6285465121165686
-33,0.5930635383276441
-32,0.5863800247644518
-31,0.6107801664975925
-30,0.5628707912175822
-29,0.5295411360626244
-28,0.47367723285924707
-27,0.42733353593921747
-26,0.45515285997571875
-25,0.547247896593025
-24,0.7690507655447011
-23,0.8142940196478932
-22,0.8592030960053337
-21,0.8034030712787856
-20,0.5065858768796654
-19,0.40507070185576394
-18,0.20050018859830762
-17,0.0817635126524625
-16,0.08220660282831635
-15,0.07332824450767629
-14,0.09722222566303326
-13,0.0805407482949153
-12,0.08659205800182643
-11,0.07032584655706696
-10,0.060193221784498395
-9,0.07845133103381766
-8,0.05085114948636411
-7,0.08201031942830797
-6,0.05787267113156572
-5,0.049308714738075216
-4,0.15632128515073598
-3,0.0611317753099626
-2,0.2043603781470053
-1,0.09434610551017479
0,0.12173371180766061
1,0.14579186296836338
2,0.05028367079781665
3,0.13037880307202435
4,0.054595012721389606
5,0.08023013432105641
6,0.0932291697680773
7,0.057031376345214366
8,0.10223207137010942
9,0.05578359176596563
10,0.08245262331598723
11,0.11506178468261918
12,0.05813304008632919
13,0.1335744272638072
14,0.06482478832281238
15,0.09458238801769991
16,0.09310629632745668
17,0.0912775450078102
18,0.11374894983631681
19,0.10682426340362428
20,0.1468873714716869
21,0.19471047849461992
22,0.2329233233645581
23,0.2604085991997452
24,0.33030859919641786
25,0.30267662432870013
26,0.38334790001106106
27,0.37749500342232795
28,0.475793592686799
29,0.5541002796292724
30,0.6847195485638863
31,0.7872346991372056
32,0.8967718675358065
33,0.9959345278702421
34,0.9883848820784844
35,0.9404100964386239
36,0.8116130957527503
37,0.658122043791934
38,0.6210955320967946
39,0.5848998666441504
40,0.5900497984383013
41,0.5604620582801153
42,0.5329350915023209
43,0.5165836200696602
44,0.520938662489796
45,0.5090958109799077
46,0.5000766421311632
47,0.47576374133717597
48,0.445130242020563
49,0.4227170146378765
50,0.40742804435904484
51,0.3922498342575807
52,0.36563147027725945
53,0.35795616931539653
54,0.36144247132089496
55,0.35100311460864936
56,0.3466121721443091
57,0.3426043696281953
58,0.32152782033506744
59,0.3223929971352501
60,0.3122622998319454
61,0.2927619960795718
62,0.29033162082219843
63,0.2791574197353365
64,0.27950275120742113
65,0.2860785772583415
66,0.26886854031015395
67,0.2805683839838763
68,0.2656326275642093
69,0.26419071884347267
70,0.26327846962147383
71,0.25760278886108484
72,0.25379259298796875
73,0.23857087123367393
74,0.22937277122050875
75,0.23762376569670818
76,0.21824355498379264
77,0.22278554062486775
78,0.2269288661752048
79,0.2117797602752927
80,0.22680373038187102
81,0.21075039851808589
82,0.20759859631551641
83,0.19042952672471847
84,0.19006793756824925
85,0.18826182902884792
86,0.1800379797413389
87,0.1850384348841445
88,0.18142824625921486
89,0.17486227691125383
90,0.17650095016195214
91,0.17099005007068896
92,0.17397156159534816
93,0.1639173218952403
94,0.1569174074674468
95,0.1570931249141234
96,0.14867015545482756
97,0.15712967271019082
98,0.15263880997405282
99,0.14101048146200018
100,0.15021358466446005
101,0.13650695659182097
102,0.1447133746724944
103,0.1396453377648835
104,0.13052370187599913
105,0.13355197892484952
106,0.12715469782198652
107,0.1246661917732461
108,0.1290953033353505
109,0.12388976568740968
110,0.12266963536641237
111,0.11148111970419426
112,0.12120696182918361
113,0.11189018990355068
114,0.11993848626962914
115,0.11027995389770619
116,0.10169948876757007
117,0.10293874798609767
118,0.10810668147846164
119,0.10982074389123607
120,0.09795557717277183
121,0.09706648312682645
122,0.1021118344151944
123,0.09567878033876802
124,0.09460582948131888
125,0.0979965011612161
126,0.0894267120947625
127,0.08858117078098773
128,0.0930495155388949
129,0.09114825550823945
130,0.09086271260706046
131,0.08600219269554121
132,0.08776223904663039
133,0.0793809837982743
134,0.08040726784804438
135,0.09106717202749674
136,0.07886958881789254
137,0.07823887378549833
138,0.08430112466023132
139,0.07634027349989331
140,0.07805504303815367
141,0.07148506099361811
142,0.07777323274692213
143,0.07140750865261951
144,0.07464877727583386
145,0.07936975305442437
146,0.07663287508845554
147,0.07204677495144582
148,0.07307720737891847
149,0.06741999046502203
150,0.06769693937056821
151,0.07630658491841688
152,0.06650250227936244
153,0.07074009388684481
154,0.06460066911272802
155,0.07533282553049167
156,0.06776097111630529
157,0.07148940507422923
158,0.07193654028058144
159,0.07103551402357834
160,0.0693229918478241
161,0.07247072401843417
162,0.07021823738615497
163,0.07211087325071532
164,0.07696359976185667
165,0.06906667354362882
166,0.07068216744474987
167,0.07209973989956074
168,0.07387226688918659
169,0.07702036488552931
170,0.07497275077647444
171,0.06783077881238637
172,0.06838300018902102
173,0.07312748333667775
174,0.07953046210930491
175,0.07347291508386562
176,0.07287818147606706
177,0.07140803531940539
178,0.07707758832682199
179,0.08229265512032724
180,0.07691326065953259
181,0.0748300310854712
182,0.0786282067846879
183,0.07842572684999692
184,0.08207240463138575
185,0.07861800149031455
186,0.08548438072017694
187,0.08917054728265517
188,0.08144745137356649
189,0.08249469446333786
190,0.0870337038261671
191,0.09039786769314673
192,0.0822101030029543
193,0.09377741745452493
194,0.08775050276265255
195,0.09094347842011714
196,0.09186798389914513
197,0.09305719956033436
198,0.09869891487978667
199,0.09361773962498797
200,0.09899186082607199
201,0.09725566678745923
202,0.09990668032569049
203,0.10428932720070865
204,0.1046913875558629
205,0.10239433905563747
206,0.10090001991098374
207,0.10832352254935766
208,0.10347095155838368
209,0.10561278133658428
210,0.10785803164375198
211,0.10706185342895659
212,0.10798882196627782
213,0.10945578860611603
214,0.10991090573454507
215,0.11058243514089242
216,0.114890056590843
217,0.11352502987966477
218,0.10933049548793146
219,0.10919390541355367
220,0.11436579153475662
221,0.11299175032178663
222,0.11835315980085984
223,0.11222401144554632
224,0.11261552433025097
225,0.11271740155304892
226,0.1192187055726573
227,0.11330940859140008
228,0.11746725437246032
229,0.1134143069281258
230,0.1143386322474101
231,0.11738791596215695
232,0.11040470986447913
233,0.11218380939062635
234,0.11724933737393209
235,0.11294280936084268
236,0.11644298069715596
237,0.1145649226370751
238,0.10891202331039053
239,0.11076599305957131
240,0.1111100332672614
241,0.1127012295012581
242,0.1127131213301517
243,0.11128576697245347
244,0.10547590679624379
245,0.10297699328349362
246,0.1055795315054802
247,0.10305213013515822
248,0.11198824757319574
249,0.10596704054345123
250,0.10799360048216254
